Date,time_days_from_20190113,well,point_label,bulk_node_id,extract_location,extract_id,sim_delta_h_m,obs_delta_h_m,residual_sim_minus_obs_m
2019-05-08,115.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.728478505640851,-26.98,19.25152149435915
2019-05-16,123.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.743749744458,-26.98,19.236250255542
2019-05-23,130.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.741039648451078,-22.83,15.08896035154892
2019-05-29,136.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.7421163448743755,-25.95,18.207883655125624
2019-06-05,143.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.71574411448546,-26.98,19.26425588551454
2019-06-12,150.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.72507734226383,-28.02,20.29492265773617
2019-06-19,157.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.747084413256744,-25.95,18.202915586743256
2019-06-27,165.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.67020206414054,-26.98,19.30979793585946
2019-07-02,170.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.717223210667726,-28.02,20.302776789332274
2019-07-05,173.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.674502099860547,-28.02,20.345497900139453
2019-07-09,177.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.754321408056967,-28.02,20.265678591943033
2019-07-12,180.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.7247324845384355,-28.02,20.295267515461564
2019-07-16,184.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.663022811369956,-28.02,20.356977188630044
2019-07-19,187.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.72797885448017,-28.02,20.29202114551983
2019-07-22,190.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.666911725149475,-28.02,20.353088274850524
2019-07-24,192.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.741038912869044,-27.95,20.208961087130955
2019-07-29,197.0,ZK207,ZK207 | lowres_midpoint | MID12 | 236.8 m,5940,point,5940,-7.748736977513545,-27.99,20.241263022486454
2019-01-14,1.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,0.0,0.0,0.0
2019-02-23,41.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,1.311534006281363,2.34,-1.028465993718637
2019-02-28,46.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,1.6897548639135493,1.12,0.5697548639135492
2019-03-07,53.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,1.730724308189565,1.12,0.6107243081895648
2019-03-11,57.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,1.8924953600962908,1.31,0.5824953600962908
2019-03-14,60.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,1.6219341177711613,1.18,0.4419341177711613
2019-03-18,64.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.0336614205562,2.17,-0.1363385794437999
2019-03-21,67.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.158528370203385,1.25,0.9085283702033848
2019-03-25,71.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.1953062959637464,1.25,0.9453062959637464
2019-03-28,74.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.283295132389867,1.25,1.033295132389867
2019-04-02,79.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2964146042550055,1.25,1.0464146042550055
2019-04-09,86.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2014535288662955,2.38,-0.17854647113370437
2019-04-17,94.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.3007549616650067,2.38,-0.07924503833499319
2019-04-23,100.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.287603896405926,3.38,-1.0923961035940737
2019-04-29,106.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2626656764841755,2.38,-0.1173343235158244
2019-05-08,115.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2888650026416144,2.31,-0.021134997358385643
2019-05-16,123.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2902124535858093,2.54,-0.24978754641419076
2019-05-23,130.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.286472598653745,2.17,0.11647259865374515
2019-05-29,136.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2850123697580784,2.31,-0.024987630241921632
2019-06-05,143.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2738463196510565,2.31,-0.03615368034894351
2019-06-12,150.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.277802606745354,2.31,-0.03219739325464621
2019-06-19,157.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2818856242547554,2.31,-0.02811437574524467
2019-06-27,165.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2686220471341585,2.38,-0.1113779528658414
2019-07-02,170.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.27525218775736,2.38,-0.10474781224263996
2019-07-05,173.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.268605049593134,2.38,-0.11139495040686587
2019-07-09,177.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.283766249056498,2.46,-0.1762337509435019
2019-07-12,180.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2757598242196764,2.46,-0.1842401757803236
2019-07-16,184.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.251641523566832,2.46,-0.20835847643316807
2019-07-19,187.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2774261689064588,2.46,-0.1825738310935412
2019-07-22,190.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2641404910455094,2.46,-0.19585950895449056
2019-07-24,192.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.2792660852774134,2.46,-0.1807339147225866
2019-07-29,197.0,ZK401,ZK401 | exact_fault | MID5 | 486.5 m,12464,point,12464,2.280597942366512,2.46,-0.17940205763348782
2019-01-14,1.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,0.0,0.0,0.0
2019-02-23,41.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,1.3557926625944674,2.34,-0.9842073374055325
2019-02-28,46.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,1.7499797915816089,1.12,0.6299797915816088
2019-03-07,53.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,1.7918016124031055,1.12,0.6718016124031054
2019-03-11,57.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,1.9584026298434765,1.31,0.6484026298434764
2019-03-14,60.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,1.6786276892889873,1.18,0.4986276892889874
2019-03-18,64.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.1052676409881315,2.17,-0.06473235901186847
2019-03-21,67.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.2346130852693022,1.25,0.9846130852693022
2019-03-25,71.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.2729855116012914,1.25,1.0229855116012914
2019-03-28,74.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.36451018038224,1.25,1.11451018038224
2019-04-02,79.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.377853528972082,1.25,1.1278535289720821
2019-04-09,86.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.279429911328407,2.38,-0.100570088671593
2019-04-17,94.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.38222735733234,2.38,0.0022273573323401408
2019-04-23,100.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.368759342548401,3.38,-1.0112406574515989
2019-04-29,106.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3430436498774725,2.38,-0.036956350122527404
2019-05-08,115.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.370229800722882,2.31,0.060229800722881865
2019-05-16,123.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3717080063370304,2.54,-0.16829199366296965
2019-05-23,130.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3678889930633886,2.17,0.1978889930633887
2019-05-29,136.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.366413977844786,2.31,0.05641397784478608
2019-06-05,143.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.354880231491734,2.31,0.04488023149173381
2019-06-12,150.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3590100222254478,2.31,0.0490100222254477
2019-06-19,157.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3632179802098108,2.31,0.05321798020981072
2019-06-27,165.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.349875457708549,2.38,-0.030124542291450673
2019-07-02,170.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3564558493389995,2.38,-0.02354415066100035
2019-07-05,173.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.349861427547694,2.38,-0.030138572452306
2019-07-09,177.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3652661545920637,2.46,-0.09473384540793628
2019-07-12,180.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3570662763631844,2.46,-0.10293372363681552
2019-07-16,184.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3320019331995354,2.46,-0.12799806680046455
2019-07-19,187.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.358743788268839,2.46,-0.10125621173116084
2019-07-22,190.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.345269871590972,2.46,-0.11473012840902808
2019-07-24,192.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.3606357550315806,2.46,-0.09936424496841934
2019-07-29,197.0,ZK401,ZK401 | exact_fault | MID3 | 585.1 m,1473,point,1473,2.362018099139277,2.46,-0.09798190086072278
2019-01-14,1.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,0.0,0.0,0.0
2019-02-23,41.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.1117799320345512,-0.04,1.1517799320345512
2019-02-28,46.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.4157468625080583,0.0,1.4157468625080583
2019-03-07,53.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.4532629681616527,-0.05,1.5032629681616527
2019-03-11,57.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.593539883025187,-0.08,1.673539883025187
2019-03-14,60.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.3648576094983582,-0.12,1.4848576094983583
2019-03-18,64.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.708409565662805,-0.11,1.8184095656628052
2019-03-21,67.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8128381046317372,-0.07,1.8828381046317373
2019-03-25,71.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8422264132696,-0.07,1.9122264132696
2019-03-28,74.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9138772213700577,-0.15,2.0638772213700576
2019-04-02,79.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.92616721817285,-0.04,1.96616721817285
2019-04-09,86.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8471247233337635,-0.1,1.9471247233337636
2019-04-17,94.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9305161078154924,-0.17,2.1005161078154924
2019-04-23,100.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9187661493288033,-0.13,2.048766149328803
2019-04-29,106.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8973555739603398,-0.17,2.0673555739603398
2019-05-08,115.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9190600765396084,-0.18,2.0990600765396086
2019-05-16,123.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9198017036897,0.0,1.9198017036897
2019-05-23,130.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9164229567722941,-0.2,2.1164229567722943
2019-05-29,136.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9150304439135653,-0.13,2.045030443913565
2019-06-05,143.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.905547411540283,-0.23,2.135547411540283
2019-06-12,150.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.908706991719555,-0.23,2.138706991719555
2019-06-19,157.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9122441567369606,-0.12,2.0322441567369607
2019-06-27,165.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.899137353999322,-0.15,2.049137353999322
2019-07-02,170.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9061483759069233,0.15,1.7561483759069234
2019-07-05,173.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.899116558478454,-0.05,1.949116558478454
2019-07-09,177.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9133345747950443,-0.25,2.1633345747950443
2019-07-12,180.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9061647419403016,-0.2,2.106164741940302
2019-07-16,184.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8864126592425237,-0.05,1.9364126592425237
2019-07-19,187.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9078010273733526,-0.15,2.0578010273733525
2019-07-22,190.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.8952332393755569,-0.2,2.095233239375557
2019-07-24,192.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9094258062104927,-0.15,2.0594258062104926
2019-07-29,197.0,ZK402,ZK402 | exact_fault | MID7 | 287.4 m,15017,point,15017,1.9105307694944713,-0.05,1.9605307694944714
2019-01-14,1.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,0.0,0.0,0.0
2019-02-23,41.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.1403064789446944,-0.04,1.1803064789446944
2019-02-28,46.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.4190416306473708,0.0,1.4190416306473708
2019-03-07,53.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.463165128970104,-0.05,1.513165128970104
2019-03-11,57.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.6102723590165624,-0.08,1.6902723590165625
2019-03-14,60.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.382114468434338,-0.12,1.5021144684343382
2019-03-18,64.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.7198829229118928,-0.11,1.829882922911893
2019-03-21,67.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.8235155150396167,-0.07,1.8935155150396168
2019-03-25,71.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.8512398633301927,-0.07,1.9212398633301928
2019-03-28,74.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9191008903326292,-0.15,2.069100890332629
2019-04-02,79.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9343029141336956,-0.04,1.9743029141336956
2019-04-09,86.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.8581141746744834,-0.1,1.9581141746744835
2019-04-17,94.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9404351880284594,-0.17,2.1104351880284593
2019-04-23,100.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.928959930689416,-0.13,2.058959930689416
2019-04-29,106.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9075954301351885,-0.17,2.0775954301351884
2019-05-08,115.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9291144178259856,-0.18,2.1091144178259857
2019-05-16,123.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9298633022463036,0.0,1.9298633022463036
2019-05-23,130.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9265533699717707,-0.2,2.126553369971771
2019-05-29,136.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9251999383195653,-0.13,2.055199938319565
2019-06-05,143.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9159164522070569,-0.23,2.145916452207057
2019-06-12,150.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9188595064824767,-0.23,2.1488595064824767
2019-06-19,157.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9227968453833455,-0.12,2.0427968453833456
2019-06-27,165.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9067792792293403,-0.15,2.0567792792293402
2019-07-02,170.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9160467349238388,0.15,1.766046734923839
2019-07-05,173.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9068767601738728,-0.05,1.9568767601738728
2019-07-09,177.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9234751465501176,-0.25,2.1734751465501176
2019-07-12,180.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.915758970844763,-0.2,2.1157589708447633
2019-07-16,184.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.896993506801664,-0.05,1.946993506801664
2019-07-19,187.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9176862860358597,-0.15,2.0676862860358596
2019-07-22,190.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9030858725918733,-0.2,2.1030858725918735
2019-07-24,192.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9195253308962492,-0.15,2.069525330896249
2019-07-29,197.0,ZK402,ZK402 | lowres_midpoint | MID12 | 493.5 m,20482,point,20482,1.9207022380114722,-0.05,1.9707022380114723
2019-01-14,1.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,0.0,0.0,0.0
2019-02-23,41.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.5564385591596874,-2.02,3.5764385591596874
2019-02-28,46.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.6173202919726464,-0.93,2.5473202919726465
2019-03-07,53.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.5554083294855445,2.17,-0.6145916705144554
2019-03-11,57.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.5300380188782583,0.08,1.4500380188782582
2019-03-14,60.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.6287789968946527,0.0,1.6287789968946527
2019-03-18,64.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.6375688174475727,0.0,1.6375688174475727
2019-03-21,67.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.66901206678358,-2.09,3.75901206678358
2019-03-25,71.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.7502264286858917,-1.05,2.8002264286858916
2019-03-28,74.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.811774904928825,-1.05,2.861774904928825
2019-04-02,79.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.8748094682359806,-1.05,2.9248094682359804
2019-04-09,86.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.9912797906818014,-1.05,3.041279790681801
2019-04-17,94.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,1.9506563063623616,-0.07,2.0206563063623615
2019-04-23,100.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.031053167729624,-1.11,3.1410531677296243
2019-04-29,106.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.1223804528390247,-2.09,4.2123804528390245
2019-05-08,115.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.1761431647855716,-3.25,5.426143164785572
2019-05-16,123.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.2414939999180206,-3.25,5.491493999918021
2019-05-23,130.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.2872793206906863,-3.19,5.477279320690686
2019-05-29,136.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.3195357901213356,-7.4,9.719535790121336
2019-06-05,143.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.3521710063951105,-7.4,9.75217100639511
2019-06-12,150.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.3708562368128696,-7.4,9.77085623681287
2019-06-19,157.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.386750842735637,-4.29,6.676750842735637
2019-06-27,165.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.42680736757211,-2.21,4.63680736757211
2019-07-02,170.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.425043786518472,-2.21,4.635043786518472
2019-07-05,173.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.4362004606146,-2.21,4.6462004606146
2019-07-09,177.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.428581944783218,-2.21,4.638581944783218
2019-07-12,180.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.4417685384969445,-2.27,4.711768538496944
2019-07-16,184.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.4569992217129766,-1.28,3.736999221712977
2019-07-19,187.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.463753614759298,-2.32,4.7837536147592985
2019-07-22,190.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.4735795661927114,-5.41,7.8835795661927115
2019-07-24,192.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.4643777917026455,-1.23,3.6943777917026455
2019-07-29,197.0,ZK501,ZK501 | bedrock_midpoint | MID0 | 164.7 m,33486,point,33486,2.46862127330769,-1.23,3.69862127330769
